,Seed,Errors
3402,4950,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 20 (8-10): typing error: the expression has type U64 instead of U64[5]
"
3403,4952,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3404,4954,"WARNING: CAN NOT FIND IINFO 1
compilation error in functions f0 and f0 at position line -1: assembler error Invalid pexpr for word
PLEASE REPORT
"
3405,4956,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3406,4958,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (8-10): typing error: the expression has type U64 instead of U64[5]
"
3407,4959,"compilation error in functions f0 and f0 at position line 7: assembler error: invalid condition 
(~ (((8u) 7393) == RAX.41))
PLEASE REPORT
"
3408,4960,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U64[5] into U64
"
3409,4961,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3410,4962,"Register allocation: no register bank for type int
"
3411,4964,"Register allocation: no register bank for type int
"
3412,4965,"Register allocation: no register bank for type bool
"
3413,4968,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U8 into U64
"
3414,4970,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3415,4973,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 17 (1-7): typing error: the expression has type U64[5] instead of U64
"
3416,4974,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
3417,4975,": line -1 (-1): variable v0.94 is an array (function argument)
"
3418,4976,"compilation error in functions main and main at position line 8 from line 60: assembler error Invalid pexpr for word
PLEASE REPORT
"
3419,4977,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for word
PLEASE REPORT
"
3420,4978,": line -1 (-1): variable v0.95 is an array (function argument)
"
3421,4979,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v2.92 is an array (function return)
"
3422,4980,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v2.92 is an array (function return)
"
3423,4981,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-7): typing error: the expression has type U64[5] instead of U64
"
3424,4982,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (35-36): parse error
"
3425,4983,"Register allocation at line line 16 from line 49: variable ZF.172 must be allocated to conflicting register ZF.78
"
3426,4984,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3427,4985,"Register allocation at line line 14 from line 50: variable v3.177 must be allocated to conflicting register ZF.78
"
3428,4986,"Register allocation at line line 13: variable v3.150 must be allocated to conflicting register ZF.78
"
3429,4989,"Register allocation at line line 12 from line 35: variable result.165 must be allocated to conflicting register ZF.78
"
3430,4990,"at line line 4: can not allocate v0.115 into RAX.41, the variable is already allocated in RDI.48
"
3431,4991,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 18 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3432,4992,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3433,4995,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
3434,4996,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
3435,4998,"at line line 4: can not allocate v0.94 into RAX.41, the variable is already allocated in RDI.48
"
3436,4999,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Register allocation: no register bank for type bool
"
3437,5000,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
3438,5001,"compilation error in functions f0 and f0 at position line 8: assembler error assemble_x86_opn : invalid instruction (check) CMP_64
PLEASE REPORT
"
3439,5004,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3440,5005,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3441,5007,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3442,5008,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3443,5009,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3444,5010,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): variable v4.92 is an array (function return)
"
3445,5011,"Register allocation at line line 9 from line 25: variable v2.166 must be allocated to conflicting register ZF.78
"
3446,5012,"Register allocation at line line 9 from line 22: variable v6.161 must be allocated to conflicting register ZF.78
"
3447,5013,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3448,5014,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-12): parse error
"
3449,5015,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3450,5016,"compilation error in functions f0 and f0 at position line 8: assembler error Invalid pexpr for word
PLEASE REPORT
"
3451,5018,"compilation error in functions f0 and f0 at position line 6: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
3452,5019,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3453,5020,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3454,5021,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3455,5022,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3456,5023,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3457,5024,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3458,5025,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3459,5027,"Register allocation: no register bank for type int
"
3460,5029,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
3461,5034,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3462,5036,"Register allocation: no register bank for type int
"
3463,5037,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3464,5039,"compilation error in functions f0 and f0 at position line 8: assembler error Invalid pexpr for word
PLEASE REPORT
"
3465,5040,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
3466,5041,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3467,5042,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3468,5043,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3469,5045,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 7 (8-10): typing error: the expression has type U256 instead of U256[5]
"
3470,5047,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 8 (23-25): typing error: can not implicitly cast U64[5] into U64
"
3471,5049,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-5): parse error
"
3472,5050,"compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
3473,5051,"at line line 4: can not allocate v0.92 into RAX.41, the variable is already allocated in RDI.48
"
3474,5052,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3475,5054,": line -1 (-1): variable v0.100 is an array (function argument)
"
3476,5055,"compilation error in functions f0 and f0 at position line 10: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
3477,5056,"compilation error in functions f0 and f0 at position line 11: assembler error: invalid condition 
(~ ((RAX.41 + RAX.41) == (((64u) 1352) * RCX.43)))
PLEASE REPORT
"
3478,5057,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3479,5059,"WARNING: CAN NOT FIND IINFO 1
compilation error in functions f0 and f0 at position line 10: assembler error Invalid pexpr for word
PLEASE REPORT
"
3480,5060,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 10 (23-25): typing error: can not implicitly cast U16 into U64
"
3481,5062,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 5 (8-10): typing error: the expression has type U8 instead of U8[5]
"
3482,5063,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-5): parse error
"
3483,5064,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3484,5068,"Register allocation: no register bank for type int
"
3485,5069,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3486,5070,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 9 (8-10): variable v4.94 is an array (function return)
"
3487,5071,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U16 into U64
"
3488,5072,"Register allocation: no register bank for type bool
"
3489,5073,"Register allocation: no register bank for type int
"
3490,5074,"Register allocation at line line 11 from line 37: variable v4.173 must be allocated to conflicting register ZF.78
"
3491,5075,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (36-37): parse error
"
3492,5076,"Register allocation: no register bank for type int
"
3493,5077,": line -1 (-1): variable v0.92 is an array (function argument)
"
3494,5078,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3495,5079,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3496,5080,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
3497,5081,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3498,5082,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U16 into U64
"
3499,5083,"Register allocation: no register bank for type bool
"
3500,5084,"Register allocation: no register bank for type int
"
3501,5085,"Register allocation: no register bank for type int
"
3502,5086,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 19 (1-17), variables result and b1 will be merged to v0
Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3503,5087,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0
"
3504,5088,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3505,5090,"WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0
"
3506,5091,"Register allocation: no register bank for type bool
"
3507,5092,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3508,5094,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3509,5098,"Register allocation: no register bank for type int
"
3510,5099,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (8-10): variable v1.96 is an array (function return)
"
3511,5100,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 5 (8-10): typing error: the expression has type U64 instead of U64[5]
"
3512,5101,"Register allocation: no register bank for type int
"
3513,5102,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (39-40): parse error
"
3514,5104,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 21 (13-18): typing error: can not implicitly cast U64 into U64[5]
"
3515,5109,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 5 (8-10): typing error: the expression has type U64 instead of U64[5]
"
3516,5110,"compilation error in functions f0 and f0 at position line 6: assembler error assemble_x86_opn : invalid instruction (check) CMP_64
PLEASE REPORT
"
3517,5111,"compilation error in functions f0 and f0 at position line 8: assembler error Invalid pexpr for oprd, constant not allowed
PLEASE REPORT
"
3518,5112,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3519,5113,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3520,5114,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3521,5115,"WARNING: CAN NOT FIND IINFO 1
Register allocation: no register bank for type int
"
3522,5118,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3523,5122,"Register allocation: no register bank for type int
"
3524,5123,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 6 (23-25): typing error: can not implicitly cast U8 into U64
"
3525,5124,"Register allocation: no register bank for type bool
"
3526,5125,"Register allocation at line line 15 from line 128: variable v4.194 must be allocated to conflicting register ZF.78
"
3527,5126,"Register allocation at line line 11 from line 120: variable v3.174 must be allocated to conflicting register ZF.78
"
3528,5127,"Register allocation at line line 10: variable v4.143 must be allocated to conflicting register ZF.78
"
3529,5129,"Register allocation: no register bank for type int
"
3530,5130,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3531,5131,"Fatal error: exception File ""src/liveness.ml"", line 63, characters 14-20: Assertion failed
"
3532,5132,"/Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 4 (0-5): parse error
"
